"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1992-10","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.434","","","","3"
"1992-10","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.583","","","","3"
"1992-10","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.617","","","","3"
"1992-10","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","6.768","","","","3"
"1992-11","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","30.074","","","","3"
"1992-11","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.817","","","","3"
"1992-11","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.930","","","","3"
"1992-11","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.261","","","","3"
"1992-11","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.400","","","","3"
"1992-11","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.226","","","","3"
"1992-11","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","8.545","","","","3"
"1992-11","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.698","","","","3"
"1992-11","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.389","","","","3"
"1992-11","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.198","","","","3"
"1992-11","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.472","","","","3"
"1992-11","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.719","","","","3"
"1992-11","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","6.625","","","","3"
"1992-12","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","29.519","","","","3"
"1992-12","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.622","","","","3"
"1992-12","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.772","","","","3"
"1992-12","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.164","","","","3"
"1992-12","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.533","","","","3"
"1992-12","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.153","","","","3"
"1992-12","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","8.267","","","","3"
"1992-12","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.095","","","","3"
"1992-12","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","5.003","","","","3"
"1992-12","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.936","","","","3"
"1992-12","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.417","","","","3"
"1992-12","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.650","","","","3"
"1992-12","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","6.532","","","","3"
"1993-01","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","25.226","","","","3"
"1993-01","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.877","","","","3"
"1993-01","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.650","","","","3"
"1993-01","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.010","","","","3"
"1993-01","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.660","","","","3"
"1993-01","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.557","","","","3"
"1993-01","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","4.920","","","","3"
"1993-01","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.202","","","","3"
"1993-01","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.736","","","","3"
"1993-01","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.540","","","","3"
"1993-01","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.782","","","","3"
"1993-01","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","2.414","","","","3"
"1993-01","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","4.491","","","","3"
"1993-02","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","24.539","","","","3"
"1993-02","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.520","","","","3"
"1993-02","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.278","","","","3"
"1993-02","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.009","","","","3"
"1993-02","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.385","","","","3"
"1993-02","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","0.848","","","","3"
"1993-02","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","4.368","","","","3"
"1993-02","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.273","","","","3"
"1993-02","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","5.331","","","","3"
"1993-02","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.471","","","","3"
"1993-02","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","1.011","","","","3"
"1993-02","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","2.849","","","","3"
"1993-02","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","5.047","","","","3"
"1993-03","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","24.476","","","","3"
"1993-03","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.593","","","","3"
"1993-03","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.203","","","","3"
"1993-03","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.004","","","","3"
"1993-03","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.316","","","","3"
"1993-03","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.070","","","","3"
"1993-03","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","4.380","","","","3"
"1993-03","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.607","","","","3"
"1993-03","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","5.175","","","","3"
"1993-03","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.231","","","","3"
"1993-03","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.840","","","","3"
"1993-03","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.104","","","","3"
"1993-03","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","5.721","","","","3"
"1993-04","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","24.024","","","","3"
"1993-04","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.730","","","","3"
"1993-04","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.672","","","","3"
"1993-04","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.157","","","","3"
"1993-04","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.301","","","","3"
"1993-04","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.600","","","","3"
"1993-04","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","4.876","","","","3"
"1993-04","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","4.397","","","","3"
"1993-04","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","3.639","","","","3"
"1993-04","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.495","","","","3"
"1993-04","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.651","","","","3"
"1993-04","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","2.493","","","","3"
"1993-04","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","7.382","","","","3"
"1993-05","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","25.548","","","","3"
"1993-05","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.589","","","","3"
"1993-05","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.617","","","","3"
"1993-05","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.263","","","","3"
"1993-05","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.583","","","","3"
"1993-05","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","2.126","","","","3"
"1993-05","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","5.158","","","","3"
"1993-05","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","4.307","","","","3"
"1993-05","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","3.642","","","","3"
"1993-05","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.452","","","","3"
"1993-05","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.670","","","","3"
"1993-05","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","2.520","","","","3"
"1993-05","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","7.852","","","","3"
"1993-06","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","26.956","","","","3"
"1993-06","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","5.242","","","","3"
"1993-06","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.783","","","","3"
"1993-06","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.256","","","","3"
"1993-06","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.534","","","","3"
"1993-06","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","2.669","","","","3"
"1993-06","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","4.860","","","","3"
"1993-06","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","4.394","","","","3"
"1993-06","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.050","","","","3"
"1993-06","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.484","","","","3"
"1993-06","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.731","","","","3"
"1993-06","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","2.835","","","","3"
"1993-06","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","8.410","","","","3"
"1993-07","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","28.332","","","","3"
"1993-07","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.391","","","","3"
"1993-07","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.596","","","","3"
"1993-07","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.250","","","","3"
"1993-07","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.137","","","","3"
"1993-07","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.408","","","","3"
"1993-07","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","7.296","","","","3"
"1993-07","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","9.173","","","","3"
"1993-07","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.170","","","","3"
"1993-07","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.479","","","","3"
"1993-07","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.371","","","","3"
"1993-07","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.320","","","","3"
"1993-07","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.302","","","","3"
"1993-08","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","27.441","","","","3"
"1993-08","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.990","","","","3"
"1993-08","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.161","","","","3"
"1993-08","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.229","","","","3"
"1993-08","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.134","","","","3"
"1993-08","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.466","","","","3"
"1993-08","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","7.669","","","","3"
"1993-08","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","8.276","","","","3"
"1993-08","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.252","","","","3"
"1993-08","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.435","","","","3"
"1993-08","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.317","","","","3"
"1993-08","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.500","","","","3"
"1993-08","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.254","","","","3"
"1993-09","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","28.837","","","","3"
"1993-09","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.285","","","","3"
"1993-09","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.357","","","","3"
"1993-09","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.302","","","","3"
"1993-09","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.127","","","","3"
"1993-09","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.499","","","","3"
"1993-09","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","9.134","","","","3"
"1993-09","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","7.976","","","","3"
"1993-09","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.246","","","","3"
"1993-09","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.463","","","","3"
"1993-09","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.334","","","","3"
"1993-09","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.449","","","","3"
"1993-09","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.196","","","","3"
"1993-10","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","25.883","","","","3"
"1993-10","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.883","","","","3"
"1993-10","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.955","","","","3"
"1993-10","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.159","","","","3"
"1993-10","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.250","","","","3"
"1993-10","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.519","","","","3"
"1993-10","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","6.742","","","","3"
"1993-10","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.417","","","","3"
"1993-10","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","5.219","","","","3"
"1993-10","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.635","","","","3"
"1993-10","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.313","","","","3"
"1993-10","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.271","","","","3"
"1993-10","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.622","","","","3"
"1993-11","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","24.717","","","","3"
"1993-11","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.884","","","","3"
"1993-11","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.955","","","","3"
"1993-11","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.147","","","","3"
"1993-11","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.171","","","","3"
"1993-11","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.611","","","","3"
"1993-11","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","6.611","","","","3"
"1993-11","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.537","","","","3"
"1993-11","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.179","","","","3"
"1993-11","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.643","","","","3"
"1993-11","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.360","","","","3"
"1993-11","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.176","","","","3"
"1993-11","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.506","","","","3"
"1993-12","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","24.688","","","","3"
"1993-12","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.891","","","","3"
"1993-12","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","1.064","","","","3"
"1993-12","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.118","","","","3"
"1993-12","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.169","","","","3"
"1993-12","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.540","","","","3"
"1993-12","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","6.136","","","","3"
"1993-12","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","6.233","","","","3"
"1993-12","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.776","","","","3"
"1993-12","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.117","","","","3"
"1993-12","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.351","","","","3"
"1993-12","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.308","","","","3"
"1993-12","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.652","","","","3"
"1994-01","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","30.971","","","","3"
"1994-01","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.028","","","","3"
"1994-01","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.382","","","","3"
"1994-01","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","1.232","","","","3"
"1994-01","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.173","","","","3"
"1994-01","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.241","","","","3"
"1994-01","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","11.348","","","","3"
"1994-01","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.717","","","","3"
"1994-01","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.537","","","","3"
"1994-01","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.524","","","","3"
"1994-01","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.362","","","","3"
"1994-01","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.651","","","","3"
"1994-01","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","5.341","","","","3"
"1994-02","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","27.476","","","","3"
"1994-02","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","2.585","","","","3"
"1994-02","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.265","","","","3"
"1994-02","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.364","","","","3"
"1994-02","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.025","","","","3"
"1994-02","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","0.931","","","","3"
"1994-02","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","8.618","","","","3"
"1994-02","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.547","","","","3"
"1994-02","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.688","","","","3"
"1994-02","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.395","","","","3"
"1994-02","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.484","","","","3"
"1994-02","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.809","","","","3"
"1994-02","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","6.038","","","","3"
"1994-03","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","29.038","","","","3"
"1994-03","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","2.498","","","","3"
"1994-03","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.275","","","","3"
"1994-03","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.309","","","","3"
"1994-03","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","0.992","","","","3"
"1994-03","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","0.922","","","","3"
"1994-03","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","9.015","","","","3"
"1994-03","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.355","","","","3"
"1994-03","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","4.916","","","","3"
"1994-03","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.474","","","","3"
"1994-03","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.493","","","","3"
"1994-03","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.949","","","","3"
"1994-03","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","7.254","","","","3"
"1994-04","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","28.860","","","","3"
"1994-04","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.319","","","","3"
"1994-04","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.671","","","","3"
"1994-04","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.204","","","","3"
"1994-04","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.025","","","","3"
"1994-04","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.419","","","","3"
"1994-04","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","8.891","","","","3"
"1994-04","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.497","","","","3"
"1994-04","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","5.857","","","","3"
"1994-04","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.583","","","","3"
"1994-04","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.731","","","","3"
"1994-04","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","4.543","","","","3"
"1994-04","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","5.296","","","","3"
"1994-05","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","28.659","","","","3"
"1994-05","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","3.792","","","","3"
"1994-05","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.795","","","","3"
"1994-05","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.297","","","","3"
"1994-05","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.276","","","","3"
"1994-05","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.424","","","","3"
"1994-05","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","8.625","","","","3"
"1994-05","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.425","","","","3"
"1994-05","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","5.544","","","","3"
"1994-05","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.705","","","","3"
"1994-05","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.759","","","","3"
"1994-05","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","4.080","","","","3"
"1994-05","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","5.273","","","","3"
"1994-06","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","29.263","","","","3"
"1994-06","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.261","","","","3"
"1994-06","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.674","","","","3"
"1994-06","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.279","","","","3"
"1994-06","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.402","","","","3"
"1994-06","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.906","","","","3"
"1994-06","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","8.420","","","","3"
"1994-06","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","4.886","","","","3"
"1994-06","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","6.245","","","","3"
"1994-06","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","0.680","","","","3"
"1994-06","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.814","","","","3"
"1994-06","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","4.751","","","","3"
"1994-06","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","5.451","","","","3"
"1994-07","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","27.028","","","","3"
"1994-07","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.171","","","","3"
"1994-07","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.856","","","","3"
"1994-07","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.179","","","","3"
"1994-07","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.592","","","","3"
"1994-07","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.544","","","","3"
"1994-07","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","6.461","","","","3"
"1994-07","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.677","","","","3"
"1994-07","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","6.772","","","","3"
"1994-07","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","2.039","","","","3"
"1994-07","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.731","","","","3"
"1994-07","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","4.002","","","","3"
"1994-07","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.947","","","","3"
"1994-08","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","25.428","","","","3"
"1994-08","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.139","","","","3"
"1994-08","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.834","","","","3"
"1994-08","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.181","","","","3"
"1994-08","Nova Scotia","2016A000212","Units","300","thousands","3","v52300202","5","1.613","","","","3"
"1994-08","New Brunswick","2016A000213","Units","300","thousands","3","v52300203","6","1.511","","","","3"
"1994-08","Quebec","2016A000224","Units","300","thousands","3","v52300204","7","5.981","","","","3"
"1994-08","Ontario","2016A000235","Units","300","thousands","3","v52300205","8","5.238","","","","3"
"1994-08","Prairie provinces","2016A00014","Units","300","thousands","3","v52300206","9","6.185","","","","3"
"1994-08","Manitoba","2016A000246","Units","300","thousands","3","v52300207","10","1.703","","","","3"
"1994-08","Saskatchewan","2016A000247","Units","300","thousands","3","v52300208","11","0.662","","","","3"
"1994-08","Alberta","2016A000248","Units","300","thousands","3","v52300209","12","3.820","","","","3"
"1994-08","British Columbia","2016A000259","Units","300","thousands","3","v52300210","13","3.885","","","","3"
"1994-09","Canada","2016A000011124","Units","300","thousands","3","v52300198","1","26.786","","","","3"
"1994-09","Atlantic provinces","2016A00011","Units","300","thousands","3","v52300199","2","4.454","","","","3"
"1994-09","Newfoundland and Labrador","2016A000210","Units","300","thousands","3","v52300200","3","0.965","","","","3"
"1994-09","Prince Edward Island","2016A000211","Units","300","thousands","3","v52300201","4","0.189","","","","3"
